,Masechet,Daf,Line,Masechet,Comment
2933,Arakhin,37,0,"נדרים, ערכין","מתני' זה חומר בנדרים מבערכין - דאילו אמר בערכין ערך ידי עלי ערך רגלי עלי לא אמר כלום אלא א""כ אמר בדבר שהנשמה תלויה בה:"
2934,Arakhin,37,2,סנהדרין,"אומדנא דבי עשרה - שהאומר דמי עלי נישום בעשרה כדתנן פ""ק דסנהדרין (דף ב.) הקרקעות תשעה וכהן ואדם כיוצא בהן ואומד של נזקין בשלשה כדתנן גזילות וחבלות בשלשה:"
2935,Arakhin,38,1,"ב""ק","שאין דמים למתים - והא דתניא בב""ק (דף כז.) ונתן פדיון נפשו דמי ניזק התם הוא טעמא משום דמשעתא דאזיק רמי עליה לשלומי כשעת ההיזק וההיא שעתא דאזקיה חי הוא אבל דמי עלי שאינו נודר אלא מה שישומוהו ב""ד והרי לא בא לידי כך שהרי מת לא יתנו היורשין:"
2936,Arakhin,38,0,מנחות,"ר""ש פוטר האומר הרי עלי מנחה מן השעורין בפ""ב דמנחות (דף קג.):"
2937,Arakhin,40,0,מעילה,"<b>[נפיק ליה שכר לחולין] </b>ונ""ל דל""ג <b>שכר</b> וה""ג <b>כיון דמעל נפיק ליה לחולין</b> - כלומר משנהנה בתשמיש הבית ומעל יצא הבית לחולין כדתנן (מעילה דף יט:) אין מועל אחר מועל במוקדשין אלא בבהמה וכלי שרת בלבד וקרן וחומש אית ליה לשלומי ולא שכר להקדש דכל מידי דהקדש מכי מעל ביה נפיק לחולין דאמרינן במסכת מעילה (דף יח.) אין מעילה בכל מקום אלא שינוי וכן הוא אומר וימעלו בני ישראל מעל ביי' ויעבדו את הבעלים והיינו שינוי שמוציאו מהקדש לחול:"
2938,Arakhin,40,1,זבחים,והאמר רבא למקראה הקדימה הכתוב - שתהא נקראת במקרא תחילה ולא שתקרב תחילה בפרק כל התדיר במסכת זבחים (דף צ.):
2939,Arakhin,42,1,שבת,"ואם בא להכריז שני וחמישי - שהם ימי הדין הוי השום ששים יום וימי הכרזה שמונה עשר יום צא וחשוב משני בשבת שמונה שבועות הרי לך נ""ו ימים ויהא בהם י""ו שני חמישי הוסיף עוד ארבעה ימים שני ושלישי ורביעי וחמישי בשבת הרי ס' יום משהתחיל ההכרזה ויש בהן שמונה עשר ימי הכרזה:"
2941,Arakhin,52,1,ביצה,לא אמר זה באיסר אלא - הרי היא שלי בביצה שהקדש נפדה בכסף ובשוה כסף:
2942,Arakhin,52,0,בכורות,"דמצות גאולה באדון - בפ""ק דבכורות (דף יג.):"
2943,Arakhin,52,0,בבא קמא,"והא קי""ל שוה כסף ככסף - דאמרי' בבבא קמא (דף ז.) ישיב לרבות שוה כסף אפי' סובין:"
2944,Arakhin,53,1,סנהדרין,"אבל - שמאוה שלשה כדבריו של זה מוסיפין בעלים חומש על עילויו בעל כרחו ולא בעינן עשרה. ואע""ג דשומא דהקדש בעי עשרה כדאמרינן בסנהדרין (דף ב.) הקרקעות תשעה וכהן הכא רבותא קא משמע לן דכיון דאמרי תלתא לא מהדרינן אעשרה ויוסיפו חומש על העילוי:"
2945,Arakhin,55,0,"ב""ק","האשם המושב לה' לכהן - בגזל הגר הכתוב מדבר שהרי בישראל אין לך אדם מישראל שאין לו גואלין אלא הגוזל את הגר ונשבע והודה ואחר כך מת משלם קרן וחומש לכהן ואשם למזבח ואמרינן בפרק הגוזל בב""ק (דף קי.) האשם זה הקרן המושב זה החומש מלבד איל הכיפורים זה איל אשם שמביא על שבועת שקר שנשבע:"
2946,Arakhin,55,1,שבת,פגע בו - יובל בשבת דמשמרות מתחלפות וחל בו יום הכיפורים בו ביום לאיזו יתן:
2948,Arakhin,55,1,בכורות,"אלא אומדין כמה אדם - מישראל רוצה ליתן לבעל הבית זה ליתן בכורו לבן בתו כהן או לבן אחותו ואותה טובת הנאה יתן בעל הבית זה לכהן בשביל החרם. ודוקא נקט בן בתו ובן אחותו כהן דההיא דיהיב לה להך טובת הנאה ליהוי ישראל אבל בן בנו כהן ובן אחיו כהן דהאי דיהיב לה להך טובת הנאה הוי כהן לא מצי יהיב ליה אגרא ואע""ג דלאו משום דידיה יהיב ליה כיון דלדידיה נמי חזי הבכור נראה ככהן המסייע בבית הגרנות לדוש ולזרות כדי שיתנו לו תרומותיו בשכרו ואשתכח דלא שקיל בתורת תרומה אלא בתורת שכר והכי אמרינן בבכורות בפ' עד כמה (בכורות דף כו:):"
2949,Arakhin,56,0,גיטין,כתיב - בעבד עברי כי טוב לו עמך וכתיב בגר תושב עמך ישב וגו' דלא תסגיר עבד אל אדוניו בגר תושב משתעי דהכי מוקמינן לה במסכת גיטין בפ' השולח גט (דף מה.) וכתיב בתריה עמך ישב בקרבך וגו'. מכל מקום לתרוייהו קשיא דקתני אין שדה חרמים נוהג אלא בזמן יובל:
2950,Arakhin,59,0,בכורות,הריני - משובח במקומי שאני דרשן ובקי כבן עזאי שהיה משתבח בשוקי טבריא כדתניא בבכורות בפ' תשיעי (דף נח.) בן עזאי אומר כל חכמי ישראל לפני כקליפת השום:
2952,Arakhin,63,1,שבועות,וקידשום - מפרש במסכת שבועות (דף טז.) דמקדשי לה בשתי תודות ובשיר ובית דין מהלכין ושתי תודות אחריהן וכו':
2953,Arakhin,63,0,"סנהדרין, עבודה זרה",ואידך - לעולם כי לא עשו אסוכות קאי ולאו סוכות ממש אלא דבעא עזרא רחמי איצרא דעבודה זרה ואימסר בידיה כדאמר בסנהדרין (דף סד.):
2954,Arakhin,66,0,"ב""ק","ואיש את קדשיו לו יהיו - ודרשינן ליה בהגוזל בב""ק (דף קט:) מנין לכהן שבא ומקריב קרבנותיו בכל עת ובכל שעה שירצה אם יש עליו להביא חטאת או התנדב עולה או שלמים אין צריך לתתם לאנשי משמר אלא הוא עצמו מקריב ויטול העור ואוכל הבשר ת""ל ואיש את קדשיו לו יהיו:"
2955,Chullin,2,0,"חולין, ערכין",מתני' הכל שוחטין - כל היכא דתני הכל כולהו מייתי להו בשמעתא קמייתא דערכין ומפרש הכל לאתויי מאי. והכל שוחטין דמתניתין פליגי בה אמוראי בגמרא למר לאתויי טמא בחולין ולמר לאתויי כותי או מומר:
2956,Chullin,2,1,תמורה,אלא הכל ממירים - מי מצית למימר לכתחלה יביא בהמת חולין אצל בהמת קדשים ויאמר זו תמורת זו. הכל דתמורה מפרש התם לאתויי יורש שממיר בקרבן אביו לאחר מיתת אביו דהתם תנן אין ממירין בשל אחרים:
2957,Chullin,2,2,נדרים,שאינו נודר כל עיקר - שהרגיל בנדרים בא לידי לא יחל דברו:
2958,Chullin,3,0,נדרים,"אבל אמר הרי עלי לא - דלמא פשע ולא מקיים והכי מוקמינן לה בנדרים בפ""ק (דף י.) לר' יהודה תני נודב ומשלם. אלמא מעריכין ונודרין לכתחלה לא דהרי עלי הוא דליכא למימר בהו הרי זו עד דאמר ברישא ערכי עלי והדר יהיב כפי הקצוב בפרשה ודמי עלי נמי דבעי למשיימיה כעבדא דהיכי מצי למימר הרי אלו לערכים אם לא נדר תחלה בערך:"
2959,Chullin,3,1,סוכה,הכל חייבים בסוכה - לאתויי קטן שאינו צריך לאמו:
2960,Chullin,3,0,תמורה,"תרתי דיעבד למה לי - הכי איבעי ליה למיתני שחיטת הכל כשרה חוץ מחש""ו דמשמע שפיר דהנך דמרבינן מהכל דיעבד קמרבינן אבל לא לכתחלה א""נ ניתני הכל שוחטין לחודיה כדתנן גבי מעריכין ונודרין ולא מפרש למה לי למיתני הכל שוחטין ואצטריך לפרושי ושחיטתן כשרה למימר דשוחטין דרישא דיעבד הוא. ואי קשיא בתמורה נמי הא תני והדר מפרש התם לא קתני כה""ג הכל ממירין ותמורתן תמורה בהדי הדדי ואי משום לא שאדם רשאי משום דבעי לאסוקי וסופג את הארבעים לאשמועינן דלוקין על לאו שאין בו מעשה:"
2961,Chullin,3,0,חולין,הכי קתני - לכתחלה ודיעבד דמתניתין הכל שוחטין לכתחלה לאתויי טמא בחולין:
2962,Chullin,3,0,שחיטת קדשים,מהכא נפקא - כלומר הכא סתמו רבי במתניתין הא בשחיטת קדשים סתמיה דלכתחלה לא ודיעבד כשר:
2963,Chullin,5,0,תמיד,דאפי' דיעבד - ויודעין הלכות שחיטה לא דתמיד הם מוחזקים לקלקל שאין בהן דעת:
2964,Chullin,8,3,"בבא קמא, בכורות, תמורה",עם הדומה לבהמה - שאין מקיימין את המצות: מן דכתיב גבי בהמה למעוטי רובע ונרבע הכי דריש ליה בבבא קמא (דף מ:) ובבכורות (דף מא.) ובתמורה (דף כח.):
2965,Chullin,8,4,יומא,מפושעי ישראל - משמע מזידין כדתניא במסכת יומא (דף לו:) פשעים אלו המרדים וכן הוא אומר מלך מואב פשע בי והיינו מומר ולקמן מפרש לה ואזיל:
2966,Chullin,9,0,סוטה,וזרע בהמה - ומוקמינן לה במסכת סוטה (דף כב.) לא קרא ולא שנה ולא שמש תלמידי חכמים עליו הכתוב אומר וזרעתי את בית ישראל זרע אדם וזרע בהמה כלומר החכמים והבורים כולם אזרעם לפרותם ולרבותם:
2967,Chullin,10,1,פסחים,אם בעל נפש אתה - אם אדם כשר אתה כדאמר בפסחים (דף מ.) בעל נפש לא ילתות אדם כשר:
2968,Chullin,10,0,יבמות,"מצאו להן - אותם היושבים בהר גריזים ונעשו מומרים לעבודת כוכבים. ואע""ג דרוב כותים לאו מהר גריזים היו רבי מאיר לטעמיה דחייש למיעוטא ביבמות (דף סא:) קטן וקטנה לא חולצין ולא מיבמין דברי ר""מ אמרו לו לר""מ יפה אמרת לא חולצין איש כתיב בפרשה מפני מה לא מיבמין אמר להן קטן שמא ימצא סריס קטנה שמא תמצא איילונית ונמצאו פוגעים בערוה ולא אמר רוב קטנים אינם סריסים:"
2969,Chullin,10,1,שבת,מצומקות - צלויות הרבה לשון מצטמק ויפה לו דשבת (דף לז:):
2970,Chullin,10,1,עבודה זרה,"לתת לתוך המורייס - דסופו לאוכלו ליין זה על ידי תערובת דמורייס וכן לתת לתוך אלונתית פוישו""ן שנותן מים ויין ושמן אפרסמון כדאמרינן במסכת עבודה זרה (דף ל.):"
2971,Chullin,12,1,יבמות,הרבה כרכים כבשו עולי מצרים - וקדשום בקדושת הארץ ולא כבשום עולי בבל לקדשם בשניה ולכך לא כבשום דקסברי הואיל והותרו הותרו דקדושה ראשונה בטלה דכי קדשה יהושע לשעתה קדשה ולא לעתיד לבא כשגלו בימי נבוכדנצר ולא רצו להחזיר קדושתה כדי שיהא מותר לחרוש ולזרוע שם בשביעית שאין נוהגת בחוצה לארץ ויסמכו עליהן עניים ליטול לקט שכחה ופאה ומעשר עני ובית שאן מהן היתה ואותן שקדשו הן לא בטלו בחורבן שני כדאמרינן ביבמות בהערל (יבמות דף פב:) והביאך ה' אלהיך אל הארץ אשר ירשו אבותיך וירשתה ירושה ראשונה ושניה יש להם שבטלה ירושה ראשונה ונקראת שניה ירושה אבל ירושה שלישית אין להם שהשניה לא פסקה הלכך בימי רבי נהגו איסור בארץ:
