,masechet1,masechet2,loc1,loc2,txt1,txt2
2017,Beitzah,Beitzah,2b:3,35b:14,['ולא אתי לזלזולי ביה - אי מקילין בה חדא קולא לא אתי לאקולי בה טפי:'],['ודלמא - התם הוא דשרינן כולי האי דאיכא בטול בית המדרש והוא הדין לכבוד אורחים אבל משום הפסד ממון לא שרו רבנן כולי האי:']
2018,Yoma,Zevachim,27b:5,20a:13,['והרי תרומת הדשן - דכתיב כהונה:'],"['תרומת הדשן - דכתיב והרים את הדשן בכל בקר היה נוטל מחתה מן הגחלים המאוכלות הפנימיות ויורד ונותנה במזרחו של כבש בדרומו של מזבח כדכתיב ושמו אצל המזבח ושם היה נבלע במקומו והיא היתה בכל יום ראשונה לכל העבודות:', 'מתחילת עבודה - שזו תחילת עבודת יום הוא:']"
2019,Makkot,Shabbat,3b:15,48a:12-48b:1,"['הפותח בית הצואר - שעשה פה לחלוק חדש:', ""חייב - שתיקן כלי האי דנקט לה הכא משום דאמר רב יהודה לעיל המלוה את חברו לעשר שנים כו' ואותביה רב כהנא נקט נמי לכולהו הנך מילי דשמעתין דאמרינהו רב יהודה ואותביה רב כהנא:"", 'וכי מה בין זה למגופת החבית - דאמרינן בפרק חבית שנשברה (שבת דף קמו.) דמתיז ראשה בשבת בסייף לפתוח את החבית:', 'זה - דבית הצואר היה חיבור הלכך פתח תיקון חדש הוא זה אבל המגופה אע""פ שהיא טוחה על פי החבית בטיט אין זה חיבור והוה לה כפתוחה ועומדת: חסר קורטוב לא גרסינן ברב יהודה:']","['הפותח בית הצואר - של חלוק לכתחילה:', 'חייב חטאת - דהשתא קמשוי ליה מנא וחייב משום מכה בפטיש והיינו גמר מלאכה:', 'מה בין זו למגופת חבית - דתניא בפרק חבית שנשברה (לקמן שבת דף קמו.) מביא אדם חבית ומתיז את ראשה בסייף ומניחה לפני האורחים:', 'מגופה - אינה מן החבית עצמו ואע""פ שדבוקה בו אינו חשוב חיבור שהרי לינטל עומדת אבל הבגד כשנארג כולו חבור:']"
2020,Avodah Zarah,Bava Kamma,30b:8,115b:9,"['לא ישפכם - שמא יעבור אדם יחף ויעמוד הארס בין קשרי אצבעותיו וכיון שנכנס מעט ונוקב בבשר שוב אין לו רפואה:', 'ולא ירבץ - להשכיב את האפר ואבק שלא יעלה:']","['לא ישפכם - שלא יעבור עליהם אדם יחף ויכנס ארס של נחש ברגלו ע""י מכת צרור וימות:', '(ולא יגבל בהן את הטיט) ולא ישקה בהן לבהמתו - משום סכנת נפשות שמא ישחטנה אחרי כן:']"
2021,Menachot,Zevachim,48b:14,51a:11,"['דנין דבר שלא בהכשרו - כגון שלמי נדבה שבאו שלא בהכשרן כגון שלא לשמן או קטן והביא גדול:', 'ואין דנין דבר שלא בהכשרן - כגון אשם נזיר בן שתים מדבר שבהכשרן מאשם גזילות בן שתים שהרי הכשירו בכך:']","['וכי דנין דבר כו\' - דקא ילפת באימורין שלא בהכשירם מנלן בבשר דהכשירו בכך וזו היא מצותו ותו היכי יליף יוצא במקדש מיוצא בבמה שכולו יוצא הוא שאין שם קלעים אלא ע""פ השדה:']"
2022,Niddah,Shevuot,28b:4,3a:10,['ואינו חייב על העלם מקדש - אם כשנכנס למקדש זכור לטומאה ונעלם ממנו מקדש ונכנס שאינו סבור שזה מקדש וכשיצא נזכר פטור:'],"['אינו חייב - קרבן:', ""ואי רבי עקיבא האמר כו' - במתניתין בפרק שני ומתניתין קתני שהן ארבע:""]"
2023,Menachot,Yoma,29b:12,38b:16,"['הוא יליץ - (אותו) כלומר פותח לו להיות לץ:', 'מסייעין אותו - אלמא בעי סיוע:']","['אם ללצים הוא יליץ - אם ללצים הוא בא להתחבר הוא יליץ לא ימנעוהו ולא יעזרוהו:', 'אם לענוים - הוא בא להתחבר יתן לו חן מי שבידו ליתן:', 'פותחין לו - פתח הטומאה ליכנס בו מספיקין בידו ואין מונעין ממנו מן השמים לעכבו:']"
2024,Eruvin,Eruvin,47a:7-8,49b:9,"['זהו שאמרו - בפירקין היא (דף מט:):', 'אנו אין לנו - שיכול לקנות שביתה ברגליו בלא עירוב פת אלא עני כלומר מי שהוא בדרך ואין עמו פת:', 'אחד עשיר - היושב בביתו אם רצה לילך בעצמו ולהחשיך שם על התחום קונה לו שביתה:', 'שלא יצא - מפני הטורח ויערב ברגליו אלא התירו לשלוח עירוב בפת ע""י שלוחו:']","['וזהו שאמרו - כגון זה שהוא בא בדרך ואין עמו פת דהשתא עני הוא לו התירו חכמים לערב ברגליו בלא פת:', 'להקל על העשיר - שיוכל לשגר ע""י שליח ולא יטרח הוא עצמו:']"
2025,Bava Kamma,Bava Metzia,95a:6,100b:8,"['והזקינה - דאשתני לגריעותא והיינו כחשה:', 'בעבדים אומר לו הרי שלך לפניך - דעבדא כמקרקעי דמי וקרקע הדרא בעינה ואינה נגזלת לקנות לגזלן בשינוי ולהיות ברשותו:']","['הרי שלך לפניך - דקיימא לן ב""ק (דף צה.): קרקע אינה נגזלת וכל מקום שהיא ברשות בעליה עומדת ועבד כמקרקעי דמי ואינו נגזל להיות נקנה לגזלן לשלם דמים הילכך כי אזקין ברשותיה דמריה אזקין:']"
2026,Ketubot,Megillah,101b:3,26a:4,"['זו דברי רבי מנחם - הא סתמא דתני תנא קמיה דר""נ הפסידה ר\' מנחם אמרה דסתימתאה הוא הרבה משמועותיו נשנו סתם במשנה ובברייתא:']","['גמ\' זו דברי רבי מנחם כו\' - בהדיא אמרינן בתוספתא דמגילה (פ""ב) דהוא אמרה:']"
2027,Gittin,Yevamot,55a:2,112b:8,"['מתני\' שהשיאה אביה - רבותא נקט דאע""ג דקביל אביה קידושין דידה כשהיא קטנה והויא לה אשת איש גמורה אפי\' הכי יוצאה בגט ומקבלת את גיטה ואע""ג דלית בה דעתא דאשה כי נפקא בע""כ נפקא ואין מתרצה בגירושין ואפ""ה נפקא הלכך לא בעינן דעתה:']","[""שהשיאה אביה - בקטנותה וקיבל קידושיה והוו קידושין גמורים שיוצאה בגט ואפי' משגדלה ופקע כח אב מקבלת היא את גיטה:""]"
2028,Makkot,Sanhedrin,5b:23-6a:2,9a:3-9b:1,"[""ר' עקיבא אומר לא בא השלישי כו' - לא הוצרך ללמדנו זאת דממילא ידעינן ששנים מזימין את השלשה שהרי השנים כשרים לכל עדיות וממילא ידעינן שאין זוממין עד שיזומו כולם שהרי כולם כאחד נעשו עדים וקרא כתיב והנה עד שקר העד ולא בא אלא להחמיר עליו שלא תאמר הואיל ובלאו הוא היתה העדות מתקיימת לא יעשו בו דין הזמה לימדך הכתוב שאף הוא מן מקיימי דבר:"", 'בזמן שהתרו בהן - ובדיני נפשות כי אמרינן בטלה בזמן שהקרוב או הפסול נשתתף בעדות מתחלה להיות מן המתרין בעוברי עבירה: אבל אם לא התרו בהן ולא כוונו להיות עדים בדבר לא בטלה עדות האחרים בשביל ראייתן של אלו דמה יעשו שני אחין שראו עם שלישי מן השוק באחד שהרג את הנפש:']","['בזמן שהתרו - הקרוב או הפסול בעוברי עבירה שגילו דעתם שאף הם נעשים עדים והרי הכתוב הקיש שלשה לבטל העדות אם יש קרוב או פסול אבל לא התרו הקרוב והפסול בעוברי עבירה אלא שתקו והכשרים התרו בהן אין אלו נעשים עדים ותתקיים העדות בשאר:', ""שראו באחד שהרג את הנפש - ופלוגתא דר' מאיר ורבנן נמי כגון שנמצא אחד מן השלשה קרוב או פסול וראה ושתק ולא התרה ר' מאיר סבר לה כר' יוסי דאמר בדיני נפשות לא שנא התרה ולא שנא שתק עדותן בטלה ורבנן סברי כרבי דהיכא דשתק תתקיים העדות בשאר ומיקטלא:""]"
2029,Bava Metzia,Sanhedrin,21a:4,31b:3,"['סמפון שיש עליו עדים - בעדי קיום מוקמינן לה:', ""יתקיים בחותמיו - ואפי' יוצא מתחת יד מלוה כשר:"", 'אין עליו עדי קיום - אבל עדים חתומין עליו:', 'ויוצא מתחת ידי שליש - שאין הלוה מוציאו ולא המלוה אלא שליש שביניהם נאמן:', 'או שיצא אחר חיתום שטרות - שיצא לפנינו כשהוא כתוב בשטר חוב אחר החתימה כשר:']","['סימפון - שובר ויצא מתחת יד לוה כמשפטו:', 'יתקיים - השטר בחותמיו יעידו עדים על חתימות ידיהן וכשר:', 'אין עליו עדים - והרי הוא יוצא מתחת יד שליש ולא מתחת יד הלוה הואיל ושניהם מודים שזה מינהו להיות שליש ביניהם כשר:', 'או שיצא אחר חיתום שטרות - בתוך שטר המלוה נכתב השובר תחת העדים כשר שהרי המלוה עצמו מוחזק בשטרו ואי לאו דפרעיה לא הוה שביק למיכתב תברא בגוויה:']"
2030,Bekhorot,Chagigah,29a:13-29b:1,25b:7-8,['בבית הפרס - דאינו מוזהר מלילך בו:'],['שנידש - ברגל וזו היא בדיקתו בודק אם נידש או לא נידש:']
2031,Bava Metzia,Kiddushin,57a:3-4,11b:4,"['מ""ד אהקדשות - אמרה ר\' יוחנן:', 'אבל אהקדשות לא - דאילו גבי הדיוט אמרינן טעה ואדעתא דהכי לא אקני אבל אהקדש ליכא למימר הכי וכיון דליתנהו בדין אונאה טעות נמי לא אמרינן בהו כדשמואל:', 'מחולל - כדאמרן דאימעוט מאונאה וטעות נמי ליכא בהו דמאן טעה:']",['שחללו על הפרוטה מחולל - דאין אונאה להקדש דכתיב (ויקרא כ״ה:י״ד) איש את אחיו ואשמועינן שמואל דכי היכי דאימעיט מאונאה אימעיט נמי מביטול מקח:']
2032,Bava Metzia,Bekhorot,7a:3,11a:18,"['ספק פדיון פטר חמור - טלה שהופרש על ספק פטר חמור שאפילו הוא פטר חמור ודאי אין בטלה זה של פדיון משום קדושה:', 'עשרה שיין - לאפקועי איסורייהו למשרי להו בעבודה:']",['ספק פטרי חמורים - כגון שהיה לו עשר חמורות וילדו כולן זכר ונקבה שמפריש עליהן עשרה שיין לאפקועי לאיסורייהו ומעשרן לשיין כשאר בהמות חולין והן שלו והמעשר קרב שלמים והוא אוכלו כדין שאר מעשר בהמה:']
2033,Eruvin,Eruvin,42b:3,60b:9,['הכי גרסינן אמר רב הונא היה מודד ובא וכלתה מדתו בחצי חצר אין לו אלא חצי חצר להלך:'],"[""היה מודד ובא - שבת חוץ לעיר ולא היה יודע שיש עיר סמוך לו ותנן בפרק מי שהוציאוהו (לעיל עירובין דף מה.) הואיל ולא היתה כוונתו לכך לא יכנס לעיר אלא עד אלפים ממקום שביתתו והתחיל למנות אלפים פסיעות בינוניות וכלתה מדתו כו' והוא הדין נמי לנותן עירובו חוץ לעיר וקנה שביתה:""]"
